# 排序待優化案例（enhancement）：全部 18181 筆，AI有推到正解但排在第6~10名、前端看不到，逐筆理想重排（正解移至第1名）。訓練回饋用，非全域規則。
排序問題樣態,職缺名稱,duty0,duty1,duty2,duty3,duty4,現有版本_推薦1,現有版本_推薦2,現有版本_推薦3,現有版本_推薦4,現有版本_推薦5,現有版本_推薦6,現有版本_推薦7,現有版本_推薦8,現有版本_推薦9,現有版本_推薦10,理想推薦_1,理想推薦_2,理想推薦_3,理想推薦_4,理想推薦_5,理想推薦_6,理想推薦_7,理想推薦_8,理想推薦_9,理想推薦_10
,新竹科技大樓日班保全,保全人員／警衛,管理員,,,,水電工,公路橋梁檢測人員,PLC／自動控制工程師,水電工程師,保全工程技術人員,電機技師／工程師,土木技師,隨扈／安全人員,保全人員／警衛,電機設備裝配員,保全人員／警衛,水電工,公路橋梁檢測人員,PLC／自動控制工程師,水電工程師,保全工程技術人員,電機技師／工程師,土木技師,隨扈／安全人員,電機設備裝配員
,線西工業區保全,保全人員／警衛,管理員,,,,消防專業人員,水電工,水電工程師,隨扈／安全人員,PLC／自動控制工程師,保全人員／警衛,技術人員,電機技師／工程師,智慧製程工程師,電機設備裝配員,保全人員／警衛,消防專業人員,水電工,水電工程師,隨扈／安全人員,PLC／自動控制工程師,技術人員,電機技師／工程師,智慧製程工程師,電機設備裝配員
,生管人員(歡迎二度就業),生管／助理,廠務,,,,資材人員,智慧製程工程師,資材主管,生管主管,倉管／物料管理員,電機技師／工程師,水電工,PLC／自動控制工程師,生管／助理,電機設備裝配員,生管／助理,資材人員,智慧製程工程師,資材主管,生管主管,倉管／物料管理員,電機技師／工程師,水電工,PLC／自動控制工程師,電機設備裝配員
,Q21黑水特勤保全-桃園日班特勤保全幹部,保全人員／警衛,管理員,,,,隨扈／安全人員,品管／品保主管,儲備幹部,飯店／旅館主管,資材主管,稽核主管,保全人員／警衛,稽核人員,客服主管,國內業務主管,保全人員／警衛,隨扈／安全人員,品管／品保主管,儲備幹部,飯店／旅館主管,資材主管,稽核主管,稽核人員,客服主管,國內業務主管
,(夜班)社區安管員(近市政府),保全人員／警衛,管理員,,,,軟體相關管理師,客服主管,售票／收銀人員,資料庫管理人員,休閒娛樂事業從業人員,補習班導師,保全人員／警衛,資材人員,房務人員,銀行辦事人員,保全人員／警衛,軟體相關管理師,客服主管,售票／收銀人員,資料庫管理人員,休閒娛樂事業從業人員,補習班導師,資材人員,房務人員,銀行辦事人員
,工研院量測中心_半導體量測技術開發研究員(F400),光學工程師,半導體工程師,,,,測試工程師,軟／韌體測試工程師,微生物分析師,儀器操作分析員,材料研發人員,醫藥研發人員,半導體工程師,半導體製程工程師,機器學習工程師,化學相關研究人員,半導體工程師,測試工程師,軟／韌體測試工程師,微生物分析師,儀器操作分析員,材料研發人員,醫藥研發人員,半導體製程工程師,機器學習工程師,化學相關研究人員
,(嘉義)弱電系統工程師(無經驗可),弱電工程師,電信／通訊系統工程師,,,,軟體工程師,IC設計工程師,嵌入式工程師,系統工程師,水電工程師,IC佈局工程師,PCB-Layout佈局工程師,冷凍空調繪圖／設計,韌體工程師,弱電工程師,弱電工程師,軟體工程師,IC設計工程師,嵌入式工程師,系統工程師,水電工程師,IC佈局工程師,PCB-Layout佈局工程師,冷凍空調繪圖／設計,韌體工程師
,AU-知名外商半導體公司-助理工程師(桃園中壢/公司福利佳/見紅休/周休二日 /有供餐/無經驗可),軟體助理工程師,光電／半導體工程助理,,,,室內設計助理,工程助理,冷凍空調繪圖／設計,CAD／CAM工程師,CNC程式設計師,軟體助理工程師,設計助理,機械設計／繪圖人員,生管／助理,客服工程師,軟體助理工程師,室內設計助理,工程助理,冷凍空調繪圖／設計,CAD／CAM工程師,CNC程式設計師,設計助理,機械設計／繪圖人員,生管／助理,客服工程師
,半導體STK自動化系統設備調整助理工程師(台中)無經驗可,軟體助理工程師,光電／半導體工程助理,,,,冷凍空調繪圖／設計,室內設計助理,機械設計／繪圖人員,CAD／CAM工程師,音響／音控技術人員,軟體助理工程師,光電／半導體工程助理,客服工程師,棚內技術工程人員,設計助理,軟體助理工程師,冷凍空調繪圖／設計,室內設計助理,機械設計／繪圖人員,CAD／CAM工程師,音響／音控技術人員,光電／半導體工程助理,客服工程師,棚內技術工程人員,設計助理
,AC-＜全球知名半導體設備製造商＞助理工程師 32k~40k(工作環境明亮乾淨/歡迎無相關經驗/可配合穿著無塵衣/免費供餐),軟體助理工程師,光電／半導體工程助理,,,,CNC程式設計師,CAD／CAM工程師,工程助理,冷凍空調繪圖／設計,生產技術／製程工程師,室內設計助理,組裝組立技術人員,機械設計／繪圖人員,機械操作人員,軟體助理工程師,軟體助理工程師,CNC程式設計師,CAD／CAM工程師,工程助理,冷凍空調繪圖／設計,生產技術／製程工程師,室內設計助理,組裝組立技術人員,機械設計／繪圖人員,機械操作人員
,路邊停車開單員【台北市區】,售票／收銀人員,管理員,,,,倉管／物料管理員,倉儲物流人員,資材人員,理貨人員,生管／助理,售票／收銀人員,資材主管,生鮮處理人員,國貿人員,文字客服,售票／收銀人員,倉管／物料管理員,倉儲物流人員,資材人員,理貨人員,生管／助理,資材主管,生鮮處理人員,國貿人員,文字客服
萬用填充項擠壓-跨領域(高信心),清潔人員/打掃人員(PT)(桃園),清潔／資源回收人員,管理員,,,,洗碗人員,房務人員,冷熱飲調製人員,調酒師／吧台人員,生鮮處理人員,清潔／資源回收人員,外務／快遞／送貨,外送人員,建築物清潔人員,門市／店員／專櫃人員,清潔／資源回收人員,洗碗人員,房務人員,冷熱飲調製人員,調酒師／吧台人員,生鮮處理人員,外務／快遞／送貨,外送人員,建築物清潔人員,門市／店員／專櫃人員
,微風集團_百貨商場停管人員-【時薪200環境單純】(微風信義、微風廣場),售票／收銀人員,管理員,,,,倉管／物料管理員,資材主管,資材人員,倉儲物流人員,理貨人員,生鮮處理人員,房務人員,售票／收銀人員,水電工,包裝員／作業員,售票／收銀人員,倉管／物料管理員,資材主管,資材人員,倉儲物流人員,理貨人員,生鮮處理人員,房務人員,水電工,包裝員／作業員
,板橋區中班停車場管理人員,門市／店員／專櫃人員,管理員,,,,休閒娛樂事業從業人員,旅遊休閒類主管,售票／收銀人員,產品經理,專任管理員,餐飲主管,門市／店員／專櫃人員,樓面管理人員,店長／門市管理人員,遊樂景點工作人員,門市／店員／專櫃人員,休閒娛樂事業從業人員,旅遊休閒類主管,售票／收銀人員,產品經理,專任管理員,餐飲主管,樓面管理人員,店長／門市管理人員,遊樂景點工作人員
,龜山工業區日班保全,保全人員／警衛,管理員,,,,技術人員,水電工,智慧製程工程師,電機技師／工程師,電機設備裝配員,PLC／自動控制工程師,保全人員／警衛,倉管／物料管理員,電器產品維修人員,包裝員／作業員,保全人員／警衛,技術人員,水電工,智慧製程工程師,電機技師／工程師,電機設備裝配員,PLC／自動控制工程師,倉管／物料管理員,電器產品維修人員,包裝員／作業員
萬用填充項擠壓-跨領域(高信心),★台北市PT計時保全人員,保全人員／警衛,管理員,,,,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,門市／店員／專櫃人員,售票／收銀人員,保全人員／警衛,金融營業人員,房務人員,遊樂景點工作人員,飯店／旅館櫃檯人員,保全人員／警衛,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,門市／店員／專櫃人員,售票／收銀人員,金融營業人員,房務人員,遊樂景點工作人員,飯店／旅館櫃檯人員
,產線技術人員 無經驗可（約聘/正職皆可）,包裝員／作業員,廠務,,,,技術人員,電機技師／工程師,電機設備裝配員,塑膠押出技術人員,模具技術人員,包裝員／作業員,智慧製程工程師,塑膠模具技術人員,汽車檢驗員,CNC車床人員,包裝員／作業員,技術人員,電機技師／工程師,電機設備裝配員,塑膠押出技術人員,模具技術人員,智慧製程工程師,塑膠模具技術人員,汽車檢驗員,CNC車床人員
,機電-機電系統工程師(高雄路竹科學園區)#新廠擴編徵才,電機技師／工程師,廠務,,,,PLC／自動控制工程師,工業設計,電機設備裝配員,機構工程師,IC佈局工程師,電機技師／工程師,水電工程師,機械加工技術人員,BIOS工程師,水電工,電機技師／工程師,PLC／自動控制工程師,工業設計,電機設備裝配員,機構工程師,IC佈局工程師,水電工程師,機械加工技術人員,BIOS工程師,水電工
,廠務作業人員,包裝員／作業員,廠務,,,,鍋爐相關人員,領班／管理幹部,CNC車床人員,倉管／物料管理員,理貨人員,廠務助理,吊車／起重機相關操作人員,PCB技術人員,包裝員／作業員,技術人員,包裝員／作業員,鍋爐相關人員,領班／管理幹部,CNC車床人員,倉管／物料管理員,理貨人員,廠務助理,吊車／起重機相關操作人員,PCB技術人員,技術人員
,【安管員】-桃園區國聖一街夜班-桃園分公司,保全人員／警衛,管理員,,,,資材主管,資材人員,售票／收銀人員,水電工,門市／店員／專櫃人員,客服主管,智慧製程工程師,保全人員／警衛,電機技師／工程師,PLC／自動控制工程師,保全人員／警衛,資材主管,資材人員,售票／收銀人員,水電工,門市／店員／專櫃人員,客服主管,智慧製程工程師,電機技師／工程師,PLC／自動控制工程師
,急徵【林口區富貴路】優質社區（環境優）日班安管人員,保全人員／警衛,管理員,,,,資材主管,客服主管,水電工,隨扈／安全人員,ISO品保人員,資材人員,保全人員／警衛,房務人員,水電工程師,領班／管理幹部,保全人員／警衛,資材主管,客服主管,水電工,隨扈／安全人員,ISO品保人員,資材人員,房務人員,水電工程師,領班／管理幹部
,【保全員】-桃園市平鎮區上海路社區日班人員-桃園事業部,保全人員／警衛,管理員,,,,資材主管,旅遊休閒類主管,資材人員,售票／收銀人員,儲備幹部,客服主管,品管／品保主管,平面設計,保全人員／警衛,店長／門市管理人員,保全人員／警衛,資材主管,旅遊休閒類主管,資材人員,售票／收銀人員,儲備幹部,客服主管,品管／品保主管,平面設計,店長／門市管理人員
,高級社區日夜班安管員(龜山區樂善二路),保全人員／警衛,管理員,,,,休閒娛樂事業從業人員,售票／收銀人員,專任管理員,旅遊休閒類主管,遊樂景點工作人員,客服主管,保全人員／警衛,房務人員,資材主管,資材人員,保全人員／警衛,休閒娛樂事業從業人員,售票／收銀人員,專任管理員,旅遊休閒類主管,遊樂景點工作人員,客服主管,房務人員,資材主管,資材人員
,警衛 (三校),保全人員／警衛,管理員,,,,資材人員,客服主管,神秘客,PLC／自動控制工程師,資料庫管理人員,水電工程師,水電工,保全人員／警衛,智慧製程工程師,消防專業人員,保全人員／警衛,資材人員,客服主管,神秘客,PLC／自動控制工程師,資料庫管理人員,水電工程師,水電工,智慧製程工程師,消防專業人員
,士林區安管人員,保全人員／警衛,管理員,,,,隨扈／安全人員,飛安人員,職業安全衛生管理人員,水電工,電器產品維修人員,水電工程師,消防專業人員,職業安全衛生管理師,資材主管,保全人員／警衛,保全人員／警衛,隨扈／安全人員,飛安人員,職業安全衛生管理人員,水電工,電器產品維修人員,水電工程師,消防專業人員,職業安全衛生管理師,資材主管
萬用填充項擠壓-跨領域(高信心),工讀生-佳瑪龍潭,門市／店員／專櫃人員,,,,,飯店／旅館服務人員,冷熱飲調製人員,飯店／旅館櫃檯人員,工讀生,遊樂景點工作人員,門市／店員／專櫃人員,調酒師／吧台人員,藥師助理,休閒娛樂事業從業人員,禮賓接待人員,門市／店員／專櫃人員,飯店／旅館服務人員,冷熱飲調製人員,飯店／旅館櫃檯人員,工讀生,遊樂景點工作人員,調酒師／吧台人員,藥師助理,休閒娛樂事業從業人員,禮賓接待人員
