# ⚠️ 撤回清單（負向回饋用）：以下職缺曾在 4/5 號訓練回饋檔的歷史版本中，被錯誤標記為『理想推薦』的類別。
情境,職缺名稱,duty0,duty1,duty2,duty3,duty4,錯誤類別數,應撤回_錯誤類別_1,應撤回_錯誤類別_2,應撤回_錯誤類別_3,應撤回_錯誤類別_4,應撤回_錯誤類別_5,應撤回_錯誤類別_6,應撤回_錯誤類別_7,應撤回_錯誤類別_8,應撤回_錯誤類別_9,應撤回_錯誤類別_10,應撤回_錯誤類別_11,應撤回_錯誤類別_12,應撤回_錯誤類別_13,應撤回_錯誤類別_14,應撤回_錯誤類別_15,應撤回_錯誤類別_16,應撤回_錯誤類別_17,應撤回_錯誤類別_18,應撤回_錯誤類別_19,曾出現版本
enhancement_排序待優化,【中小企業】金融行銷業務人員（中彰）*新鮮人/無經驗可,融資／信用業務人員,金融營業人員,國內業務人員,,,9,國外業務人員,國貿人員,報關人員,客服人員,廣告AE,廣告文案企劃人員,票務人員／旅行社人員,醫藥業務代表,電話客服人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【中小企業】金融行銷業務人員（屏東）新鮮人/無經驗可/一對一教育訓練,融資／信用業務人員,金融營業人員,國內業務人員,,,9,國外業務人員,國貿人員,國貿助理,客服人員,廣告AE,廣告文案企劃人員,業務助理,活動企劃人員,電話客服人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【中小企業】金融行銷業務人員（彰化員林）*新鮮人/無經驗者可,融資／信用業務人員,金融營業人員,國內業務人員,,,9,國外業務人員,國貿人員,國貿助理,報關人員,客服人員,廣告AE,業務助理,票務人員／旅行社人員,電話客服人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,個金_分行櫃員 (內湖/中山/松山/大安/中正區),銀行辦事人員,金融營業人員,國內業務人員,,,9,售票／收銀人員,會計／出納／記帳人員,檔案資料管理人員,行政主管,行政人員,資材人員,門市／店員／專櫃人員,電腦操作／資料輸入,飯店／旅館服務人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,業務副理/業務主任/業務專員(正式錄取名稱，將依個人學經歷有所調整),國外業務人員,國貿人員,國內業務人員,,,18,不動產審核／估價師,不動產經紀人／營業員,不動產／商場開發人員,代書／地政士,內勤業務,加盟／招商人員,國內業務主管,國貿助理,土地開發人員,專案業務主管,採購助理,業務助理,活動企劃人員,秘書,行政人員,財務／會計助理,通路開發人員,電腦操作／資料輸入,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,教室長(班主任)-台中市,補習班導師,儲備幹部,國內業務人員,,,16,侍酒師,冷熱飲調製人員,升學補習班老師,售票／收銀人員,國中教師,園長,店長／門市管理人員,校長,物理相關研究人員,補習班主任／主管,語文補習班老師,課業輔導老師,調酒師／吧台人員,門市／店員／專櫃人員,餐飲主管,高中職教師,,,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,助理事務員_交通管理_臺北,業務助理,行政人員,國內業務人員,,,16,人事助理,保稅人員,內勤業務,公家機關相關人員,工商登記服務類人員,採購人員,採購助理,文字客服,特別助理,秘書,總務人員,資訊助理人員,運輸調度管理人員,都市／交通規劃人員,醫院行政管理人員,隨車人員,,,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,低中高年級課業輔導老師(永信分校),升學補習班老師,語文補習班老師,補習班導師,,,8,國中教師,國小教師,安親課輔老師,幼教老師,教保員／保育員,特殊教育教師,美術老師,高中職教師,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,專職美語教師(近永和比漾廣場),語文補習班老師,英語教師,補習班導師,,,9,冷熱飲調製人員,升學補習班老師,安親課輔老師,工讀生,幼教老師,教保員／保育員,美術老師,調酒師／吧台人員,資材人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,"▼✦補習班助理老師＜電洽優先面試＞(30,000~32,000)",安親課輔老師,課業輔導老師,補習班導師,,,9,CNC程式設計師,助教,升學補習班老師,學徒,室內設計助理,工程助理,幼教老師,攝影助理,生管／助理,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,台大校-全職中文作業班老師,課業輔導老師,安親課輔老師,補習班導師,,,9,作文老師,國中教師,校對人員,檔案資料管理人員,藥師,資料庫管理人員,資材人員,電腦操作／資料輸入,高中職教師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,"🔥【小一安親全職老師｜月薪32,000元以上（依帶班人數、能力調整）｜週休二日｜8/1上班】🔥 ✨ 八月份新班開課 × 帶小一新生 × 從0開始一起成長 ✨",課業輔導老師,安親課輔老師,補習班導師,,,16,其他教育類老師,升學補習班老師,品管／品保主管,國小教師,安親／課輔老師,工讀生,數理補習班老師,木工,營建雜工／粗工,珠心算老師,西式廚師,語文補習班老師,調酒師／吧台人員,資材人員,餐廚助手,餐飲服務人員,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,幼兒數學才藝教師【太平區】,數理補習班老師,才藝類老師,珠心算老師,,,9,冷熱飲調製人員,包裝設計,售票／收銀人員,平面設計,幼教老師,美術老師,調酒師／吧台人員,資材人員,門市／店員／專櫃人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,[兼職]國小數學家教,數理補習班老師,升學補習班老師,珠心算老師,,,9,專任管理員,居家服務督導員,工讀生,幼教老師,星象占卜人員,神秘客,統計學研究人員,電腦補習班老師,飯店／旅館櫃檯人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,明光義塾-桃園武陵教室 國小/國中/高中個別指導講師,升學補習班老師,課業輔導老師,數理補習班老師,,,9,國中教師,國小教師,安親課輔老師,幼教老師,教保員／保育員,游泳教練,補習班主任／主管,音樂老師,高中職教師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,國小課後輔導教師,補習班導師,課業輔導老師,數理補習班老師,,,9,其他語系教師,升學補習班老師,國中教師,國小教師,安親課輔老師,幼教老師,教保員／保育員,特殊教育教師,補習班主任／主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,長期國小安親/輔導講師(一對三/個別教學),升學補習班老師,語文補習班老師,數理補習班老師,,,8,助教,國小教師,安親課輔老師,幼教老師,教保員／保育員,特殊教育教師,補習班主任／主管,補習班導師,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,《明光義塾三光教室(近一中商圈)》分別個別指導數、理、英授課師,升學補習班老師,語文補習班老師,數理補習班老師,,,9,安親課輔老師,導演／導播,導遊／領隊／導覽,幼教老師,游泳教練,照顧實務指導員,照顧服務／指導員,特殊教育教師,資材人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,《明光義塾曉明教室》高中國、英文個別指導授課講師,升學補習班老師,語文補習班老師,數理補習班老師,,,9,國中教師,國小教師,安親課輔老師,幼教老師,教保員／保育員,游泳教練,特殊教育教師,音樂老師,高中職教師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,《明光義塾曉明教室》國中國、英文個別指導授課講師,升學補習班老師,語文補習班老師,數理補習班老師,,,9,作文老師,國中教師,國小教師,安親課輔老師,幼教老師,教保員／保育員,游泳教練,音樂老師,高中職教師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,撿貨/送貨員,倉管／物料管理員,理貨人員,倉儲物流人員,,,14,主管駕駛,外務／快遞／送貨,外送人員,大客車司機,大貨車司機,小客車／小貨車司機,搬運人員,汽車美容,生鮮處理人員,聯結車司機,舉牌／傳單／派報員,資材人員,隨車人員,餐飲服務人員,,,,,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,網拍小幫手,電腦操作／資料輸入,客服人員,倉儲物流人員,,,17,倉管／物料管理員,執行製作／助理,大圖輸出後製人員,媒體公關人員,廣告文案企劃人員,影片製作技術人員,排版人員,攝影助理,數位行銷人員,理貨人員,生管／助理,產品企劃人員,社群經營人員,網站企劃人員,美編人員,遊樂景點工作人員,電商行銷,,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,夜班理貨行政助理(時薪制)(高雄仁武區),行政人員,理貨人員,倉儲物流人員,,,9,國貿助理,採購助理,業務助理,檔案資料管理人員,生管／助理,秘書,行銷企劃助理,財務／會計助理,電腦操作／資料輸入,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,TO-新店寶橋【餅乾禮盒包裝人員】短期/見紅休/固定日班/高錄取/文山.永和,包裝員／作業員,組裝組立技術人員,倉儲物流人員,,,9,倉管／物料管理員,冷熱飲調製人員,外務／快遞／送貨,外送人員,智慧製程工程師,生鮮處理人員,調酒師／吧台人員,資材人員,門市／店員／專櫃人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,電商平台管理人員,倉管／物料管理員,電商行銷,倉儲物流人員,,,8,包裝設計,水電工,燈光技術人員,生管主管,資材主管,資材人員,運輸物流類主管,領班／管理幹部,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【桃園市大園區】菓林分校中低年級安親老師,助教,安親課輔老師,補習班導師,,,9,冷熱飲調製人員,售票／收銀人員,工讀生,藥師助理,補習班主任／主管,調酒師／吧台人員,門市／店員／專櫃人員,飯店／旅館服務人員,餐飲服務人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,廍子分校-兼職英文助教,語文補習班老師,課業輔導老師,補習班導師,,,9,助教,升學補習班老師,安親課輔老師,幼教老師,教保員／保育員,教授／副教授／助理教授,生管／助理,資訊助理人員,電腦補習班老師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,國高中數學助教,助教,課業輔導老師,補習班導師,,,9,升學補習班老師,國中教師,國小教師,安親課輔老師,幼教老師,教保員／保育員,數理補習班老師,特殊教育教師,高中職教師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,兒童美語補習班助教,工讀生,課業輔導老師,補習班導師,,,9,助教,升學補習班老師,安親課輔老師,幼教老師,教保員／保育員,特殊教育教師,獸醫助理,美術老師,診所助理,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,(全)課輔老師-中年級,語文補習班老師,課業輔導老師,補習班導師,,,9,作文老師,升學補習班老師,國中教師,國小教師,安親課輔老師,幼教老師,教保員／保育員,美術老師,高中職教師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,📢【課輔老師｜新鮮人可｜穩定內勤】,升學補習班老師,課業輔導老師,補習班導師,,,9,中式廚師,其他料理廚師,其他語系教師,稽核人員,英語教師,韓語教師,餐廚助手,餐飲服務人員,餐飲領班,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,國小 低/中/高年級導師,安親課輔老師,課業輔導老師,補習班導師,,,9,升學補習班老師,國中教師,國小教師,幼教老師,教保員／保育員,生鮮處理人員,藥師,音樂老師,高中職教師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,作業指導,安親課輔老師,課業輔導老師,補習班導師,,,18,倉儲物流人員,倉管／物料管理員,公家機關相關人員,包裝員／作業員,基層管理幹部,導遊／領隊／導覽,廠務助理,手機包膜師,技術人員,校長,物理相關研究人員,神秘客,美容講師／技導,藝術指導／藝術總監,資材人員,鍋爐相關人員,領班／管理幹部,餐飲領班,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,課照中心老師,安親課輔老師,課業輔導老師,補習班導師,,,15,作文老師,保母／托育人員,國中教師,國小教師,幼教老師,心理師,志工／義工類人員,托育中心主任／主管,教保員／保育員,數理補習班老師,特殊教育教師,珠心算老師,社會工作人員／督導,音樂老師,高中職教師,,,,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,企劃小編,行銷企劃人員,美編人員,倉儲物流人員,,,9,傳播媒體編輯企劃,公關企劃人員,執行製作／助理,廣告文案企劃人員,活動企劃人員,產品企劃主管,秘書,行銷企劃助理,遊戲企劃人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,物流士(司機)(高雄市前鎮區),大貨車司機,小客車／小貨車司機,聯結車司機,,,9,CNC車床人員,倉儲物流人員,倉管／物料管理員,包裝員／作業員,堆高機操作人員,外務／快遞／送貨,理貨人員,生鮮處理人員,資材人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,國小班老師/國小班導師,補習班導師,語文補習班老師,數理補習班老師,,,9,冷熱飲調製人員,升學補習班老師,國小教師,安親課輔老師,幼教老師,教保員／保育員,木工,美術老師,補習班主任／主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
